premise,hypothesis,label,idx
"Predhodni rezultati Nacionalne ocene pismenosti odraslih (NAAL), ki jo je ameriški Nacionalni center za statistiko izobraževanja objavil 15. decembra 2005, kažejo na dobičke in izgube pismenosti med odraslimi manjšinami med letoma 1992 in 2003. Nacionalno reprezentativna študija med odraslimi ZDA, starimi 16 let in starejši so ugotovili, da je povprečna pismenost proznega in dokumentarnega gradiva ostala razmeroma nespremenjena, vendar se je kvantitativna pismenost izboljšala za 8 točk (na lestvici 500.) Rezultati med manjšinami so bili mešani, bele in azijsko-pacifiške otoške manjšine so dosegle bistveno višjo oceno kot hispanska ali črna narodnosti; Predvsem hispanoamerikanci so se močno zmanjšali v prozni pismenosti in pismenosti dokumentov (-9% oziroma -8%), kvantitativna nepismenost pa je ostala nespremenjena, 50% preiskovancev je doseglo nižjo stopnjo pismenosti.","Nacionalna ocena pismenosti odraslih je projekt, ki ga izvaja ameriški Nacionalni center za statistiko izobraževanja.",entailment,2184
"Mercedes-Benz USA (MBUSA) s sedežem v Montvaleju v državi New Jersey je odgovoren za prodajo, trženje in servis vseh izdelkov Mercedes-Benz in Maybach v ZDA.",MBUSA ima sedež v New Yerseyju.,entailment,2185
"Velika Britanija, tabloidni časopis Sunday Express, je poročal o anonimnem viru, ki je trdil, da je notranji predstavnik pogajanj o združitvah med Wells Fargo Bank in Barclays Bank. Govorica o združitvi bi bila radikalna prekinitev vrst združitev, ki jih je Wells Fargo naredil in je dejal, da bo nadaljeval (predvideva se, da bi bil kupec Wells z višjo tržno kapitalizacijo). Wells Fargo prej ni pokazal nobene želje, da bi se ukvarjal z bančnim poslovanjem s prebivalstvom zunaj Združenih držav Amerike, in se je le razširil na mednarodni ravni v svojem potrošniškem financiranju in z nekaterimi poslovnimi storitvami.",Barclays Bank je eden od britanskih tabloidnih časopisov.,not_entailment,2186
"Radwa Ashour se je rodila leta 1946 v družini, katere člani so pripadniki svobodnih poklicev. Študiral je angleško književnost na univerzi v Kairu. Zdaj je profesorica angleške književnosti na univerzi Ain Shams, romanopiska, žena palestinskega pesnika Mourida Al-Barghoutija in Umm Tamim.",Rwada Ashour je palestinska pesnica.,not_entailment,2187
"Robert Szabo ugotavlja, da bi bilo obrezovanje, kot ga izvajajo muslimani, najučinkovitejša intervencija za zmanjšanje prenosa virusa HIV, saj se to izvaja še preden so moški spolno aktivni.","Napačno je trditi, da obrezovanje preprečuje okužbo s HIV.",not_entailment,2188
500.000 upravičenih muslimanskih volivcev bo na parlamentarnih volitvah 18. septembra verjetno nagradilo socialdemokrate kanclerja Gerharda Schroederja (SPD) za njihov protiirakovski vojni položaj in pro-muslimansko politiko.,Gerhard Schroeder pripada socialdemokratom.,entailment,2189
"Duhovnik, ki je služil v škofiji Metuchen sredi osemdesetih let, je bil zaradi spolne zlorabe dečka iz Massachusettsa obsojen na dosmrtno zaporno kazen.",Pedofil dobi življenje v zaporu,entailment,2190
"Pogodba zahteva, da članice do konca leta 1997 upoštevajo smernice o primanjkljajih, javnem dolgu in drugih fiskalnih merilih, če želijo sodelovati pri uvedbi nove, enotne evropske valute leta 1999.",Evropska enotna valuta je bila uvedena leta 1999.,entailment,2191
"Yoko Ono, vdova umorjenega zvezdnika Beatlov Johna Lennona, je majhno nemško mestece Langenhagen ometala s hrbtne strani.",Yoko Ono je bila žena Johna Lennona.,entailment,2192
"Žena Nicholasa Cagea, Alice Kim Cage, je v ponedeljek rodila Kal-el Coppola Cage v New Yorku, je dejala igralčeva publicistka iz Los Angelesa Annett Wolf.",Kal-el Coppola Cage je sin Nicholasa Cagea.,entailment,2193
Anna Politkovskaya je bila v soboto najdena ustreljena v dvigalu v svojem bloku v ruski prestolnici Moskvi.,Umorjena je bila Anna Politkovskaya.,entailment,2194
"Močno smo podprli možnosti ohranjanja, recikliranja in zmanjševanja povpraševanja, medtem ko je bilo povečanje skladišč (gradnja jezov) zavrnjeno z obrazložitvijo, da ne bo dovolj vode za zapolnitev novih jezov.",Gradnja jezu preprečuje življenjsko nevarne situacije.,not_entailment,2195
"Slonokoščena obala, nekoč zatočišče stabilnosti v Zahodni Afriki in največja svetovna proizvajalka kakava, je bila od neuspešnega puča proti Gbagboju septembra 2002 razdeljena na dve strani in upornike s severa, v katerem prevladujejo muslimani, proti jugu, naseljenemu s kristjani.",Slonokoščena obala se nahaja v Afriki.,entailment,2196
"Skupna vezava katoliške vere prav nič ni preprečila, da bi Bavarci v 19. stoletju pod pruskimi protestantskimi častniki pobili sovernike.",19 Bavarcev je katoličanov.,not_entailment,2197
"Predsednika Ekvadorja in Perua sta povedala, da sta se dogovorila, da bosta skupaj poskušala najti mirno rešitev za svoj dolgotrajni mejni spor.",Peru razpravlja o obmejni regiji z Ekvadorjem.,entailment,2198
"Pred dvema tednoma je Kitajska postala prva država, ki je komercialno upravljala železnico maglev, ko so uradniki odprli 30 kilometrov dolgo progo med centrom Šanghaja in mestnim letališčem.",Maglev se komercialno uporablja.,entailment,2199
Uspeh demokratov na volitvah leta 2006 pomeni spremembe na vrhu v parlamentu in senatu.,Demokrati so zmagali na volitvah leta 2006.,entailment,2200
"Združeni narodi so sinoči izvolili osem sodnikov mednarodnega sodišča za vojne zločine, ki bodo sodili obtoženim umorov in drugih grozodejstev v nekdanji Jugoslaviji od leta 1991.",Na svetovnem sodišču je 11 sodnikov na vojnem sodišču v Jugoslaviji priseglo.,not_entailment,2201
"Čeprav je večina Palestincev prestopila v Egipt, da bi nakupovala in videla sorodnike, palestinski uradniki pravijo, da je nedavni mejni kaos tihotapcem omogočil vnos mamil in orožja v Gazo.",Egipčanski in palestinski mejni policisti večkrat niso uspeli v prizadevanjih za končanje kaosa in zapiranje meje.,not_entailment,2202
"Po tiskovni konferenci sem se srečal z Microsoftom, Johnom Traynorjem, višjim direktorjem trženja segmentov za oddelek za mobilne naprave.",John Traynor je izvršni direktor Microsofta.,entailment,2203
"Pub v Yorkshiru, ki ga je leta 2007 prizadela poplava, je bil proglašen za Nacionalni pub leta CAMRA za leto 2008. Taverna Kelham Island v Sheffieldovi četrti Kelham Island je bila ob nakupu leta 2001 v &quot;pol zapuščenem&quot; stanju. Potem ko so jo ponovno odprli leta 2002 sta imetnik licence Trevor Wraith in menedžer Lewis Gonda posel hitro dvignila in pub je v zadnjih štirih letih prejel lokalno nagrado Pub leta leta Sheffield CAMRA. Pub je nagrado dobil kljub šestmesečnemu zaprtju pred letom in pol, ko je klet in nadstropje lokala prizadela poplava reke Don in bližnja gola Kelham. Pub je v letih 2004 in 2007 prejel tudi nagrado Yorkshire CAMRA za pub leta.",Taverna Kelham Island se nahaja v Sheffieldu.,entailment,2204
"Atentat na Georgea Hawija se je zgodil po zaključku zadnjega kroga parlamentarnih volitev, ko je večina poslanskih mest zasedla koalicija opozicijskih kandidatov pod vodstvom Saada Haririja, sina nekdanjega libanonskega premierja Rafika Haririja.",Saad Hariri je bil izvoljen za premiera Libanona.,not_entailment,2205
"Človek, osumljen kraje milijonske zbirke stotih starodavnih nepalskih in tibetanskih umetniških predmetov v New Yorku pred 11 leti, je bil v četrtek aretiran v svojem domu v južnem Los Angelesu, kjer je skrival starine.","Moškega, osumljenega kraje milijonske zbirke nepalskih in tibetanskih umetniških predmetov v New Yorku, so aretirali.",entailment,2206
"Med letoma 1978 in 1982 je 32 držav priznalo zdravstvene koristi in poskušalo dati na voljo konopljo, vendar posest ostaja zvezni prekršek. Med državami, kjer se marihuana zakonito uporablja v medicinske namene, so Kalifornija, Oregon, Washington, Aljaska, Arizona in Nevada.",Na Nizozemskem imajo ljudje zakonito 32 gramov konoplje.,not_entailment,2207
"Ekološke težave v veliki meri izvirajo iz dejstva, da se slana voda in produktivna obalna mokrišča in naravna območja pogosto oskrbujejo z vodo, bogato s hranili, s povratno vodo za namakanje, včasih iz gojenja riža. Delta Ebra in njegova mokrišča imajo podobne težave s kakovostjo vode, saj ležijo na obrobju velike kmetijske regije Delta.",Delta Ebro se uporablja za kmetovanje.,entailment,2208
"Prav tako v petek je bilo v bombardiranju ubitih pet ranjenih vojakov in devet ranjenih, katerih cilj je bil njihov konvoj blizu mesta Beiji, 150 kilometrov severno od Bagdada, je dejala iraška vojska.","Trije iraški vojaki so prav tako umrli v soboto, ko so njihov konvoj napadli orožniki blizu Adhaima.",not_entailment,2209
"Zahod se je raje osredotočil na ogrožene živali kot na ogrožene ljudi. Afriške slone lovijo in jim odstranijo kljove ter jih skrivajo lovci. Njihovo število v Afriki se je v desetletju zmanjšalo z 1,2 na 600 000, dokler CITES - Konvencija o mednarodni trgovini z ogroženimi vrstami - ni prepovedala trgovine s slonovino.",Populacijo afriških slonov so lovci lovili.,entailment,2210
"Domnevni teroristi so danes ubili Dolores Hinostrozo, županjo okrožja Mulqui, in jo petkrat ustrelili.",Župan okrožja Mulqui je bil umorjen s strelnim orožjem.,entailment,2211
IKEA ponuja fantastične in cenovno ugodne rešitve za vaše potrebe po stanovanju.,Ikea je dom.,not_entailment,2212
"Administracija predsednika Georgea Busha je v petek odredila prodajo 30 milijonov sodčkov surove nafte iz zalog vlade za nujne primere, da bi ustavila cene ubežne nafte, ki jo je sprožil orkan Katrina.",Bushova administracija bo iz rezerv ZDA sprostila 30 milijonov sodčkov surove nafte.,entailment,2213
Sin zadnjega italijanskega kralja se je v ponedeljek vrnil v domovino in končal več kot pol stoletja izgnanstva. Victor Emmanuel je z družino z zasebnim letalom pristal na vojaškem letališču v Rimu in se takoj odpravil na avdienco pri papežu Janezu Pavlu II.,Italijanska kraljeva družina se vrne domov.,entailment,2214
"Anna Nobili, stara 38 let, je leta delala kot eksotična plesalka in striptiz umetnica v milanskih nočnih klubih, zdaj pa je katoliška redovnica, ki sebe opisuje kot &quot;balerino za Boga&quot;. Daily Mail poroča, da naj bi s. Anna Nobili, plesalka v naročju, ki je postala nuna, izvedla verski ples pred občinstvom katoliških kardinalov in škofov. Vrvi bikini in visoke pete je zamenjala za navado redovnice po obisku svetišča svetega Frančiška v Assisiju, romarskem kraju milijonov katoličanov v Umbriji, leta 2002.",Anna Nobili je redovnica.,entailment,2215
"V pogovorih z gospo Robbins se razume, da so Armstrong Environmental Inc. zadržali prejšnji ali sedanji lastniki ali neka kombinacija teh strank.",Ga. Robbins je solastnica podjetja Armstrong Environmental Inc.,not_entailment,2216
Ameriške vojaške sile na zahtevo ZDA evakuirajo državljane ZDA in državljane 72 drugih držav iz Liberije,Ameriška vojska je evakuirala ameriške državljane.,entailment,2217
"Če strupenih odpadkov, ki vsebujejo cianid, ne odstranite pravilno, lahko odtečejo v ribnike, potoke, kanalizacijo in rezervoarje.","Uhajanje v okolje je posledica slabega odlaganja strupenih odpadkov, ki vsebujejo cianid.",entailment,2218
Rudnik bi obratoval neprekinjeno sedem dni v tednu in vsak dan porabil tone cianida za izpiranje zlata iz zdrobljene rude.,"Nanj se vlije šibka raztopina cianida, da potegne zlato iz kamnine.",not_entailment,2219
"Čeprav so bile obtožbe 22. januarja 2006 oproščene, je njegov sprejem za Nobelovo nagrado med Turki še vedno vznemirjal občutke ponosa in jeze. Po drugi strani pa je kazenski primer, kot je nameraval Pamuk, mednarodno pozornost usmeril na svobodo govora v Turčiji. V svojem Nobelovem govoru je literaturo opredelil kot: ... kaj človek ustvari, ko se zapre v sobo, sede za mizo in se umakne v kot, da izrazi svoje misli - to je pomen literature. .. Ko se pisatelj več let zapre v sobo, s to gesto predlaga eno človeštvo, svet brez središča.",Pamuk je dobil Nobelovo nagrado.,entailment,2220
"Tožilci v Južni Afriki naj bi objavili, ali bodo opustili obtožbe proti korupciji proti voditelju Afriškega nacionalnega kongresa Jacobu Zumi. Po pričakovanjih naj bi gospod Zuma po volitvah pozneje ta mesec postal naslednji predsednik države. Obtožen je premestitve, reketiranja in pranja denarja v zvezi z orožarskim sporazumom, podpisanim z zahodnimi podjetji leta 1999. 66-letnik obtožbe zanika in pravi, da so del politične zaplete. G. Zuma je bil prvič obtožen leta 2005, vendar mu še ni sojeno.",Jacob Zuma je star 66 let.,entailment,2221
"Ustvaril bi podrazred nepismenih in obubožanih prebivalcev, prikrajšanih za osnovne veščine, vključno z znanjem angleškega jezika, ki so potrebne za vključevanje priseljenskih otrok v našo družbo in našo delovno silo.",Znanje jezika je sredstvo za socialno integracijo.,entailment,2222
"Argentinska propaganda je iz Gurkho naredila, da so zlobni divjaki, ki so jedli njihove PoW. Namesto da bi argentinske obveznike povzročili do konca, so jih pobegnili, Gurki nikoli niso videli več kot kratkega simboličnega odpora.",Gurki prihajajo iz Nepala.,not_entailment,2223
Arsenal je pri Highburyju prekrižal zmago nad Birminghamom z 1: 0 in v 81. minuti izkoristil avtogol Stephena Clemencea.,Arsenal je izgubil proti Birminghamu.,not_entailment,2224
"Viri v Tegucigalpi so poročali, da se številne latinskoameriške države pripravljajo na soočanje z orkanom &quot;Mitch&quot;.",Južnoameriške države se pripravljajo na &quot;Mitch&quot;,entailment,2225
"Ko bo končan, naj bi bilo preseljenih več kot 2 milijona ljudi. Po izbrisu najmanj zaželenih šentjanžev so na vrsti rušitve nezakonite &quot;premožne&quot; hiše in soseske, v skladu s pravnimi in birokratskimi predlogi, ki so bili izvedeni za čiščenje videza Mumbaija z zmanjšanjem prevlade šentjanžev, zaradi katerih do 62 odstotkov stanovanj v Mumbaiju.",Porušenih je bilo 200.000 šentjanžev.,not_entailment,2226
"Po poročanju španskega dnevnika je ta vrsta bakterij razširjena v bolnišnicah po vsem svetu, vendar je incidenca okužb v madridskih bolnišnicah nižja od španskega povprečja. Vodja oddelka za novorojenčke v bolnišnici 12 de Octubre Carmen Pay&#39;s je pojasnila, da je bakterija zelo prilagodljiva &quot;in se še naprej uči&quot;. Oče mrtvega dojenčka, Ekvadorca z imenom Angel Marcelo, je dejal, da je bil napredek dojenčka sprva &quot;izjemen&quot; in da so mu celo slekli respirator, nekaj dni kasneje pa je začel izkašljati kri in kmalu zatem umreti.",Španski dnevnik je postavljen v Madridu.,not_entailment,2227
"JERUSALEM, 2. aprila (Xinhua) - Nova izraelska zunanja ministrica Avigdor Lieberman je bila v četrtek zaslišana zaradi več obtožb, poroča lokalna tiskovna služba Ynet. Preiskovalci Nacionalne enote za goljufije so namestnika premierja, ki je osumljen podkupovanja, pranja denarja, goljufije in zlorabe zaupanja, več kot sedem ur zasliševali. &quot;Lieberman je odgovoril na vsa vprašanja, ki so mu bila postavljena, in to bo počel tudi v prihodnje,&quot; je dejal njegov odvetnik Yaron Kostelitz.",Avigdor Lieberman je izraelski zunanji minister.,entailment,2228
Na traku je bil odkrit ustrezen prstni odtis.,Iz traku so izkopali ustrezen prstni odtis.,not_entailment,2229
"Sharon opozarja, da bi bil Arafat lahko tarča atentata.","premier, namenjen atentatu",not_entailment,2230
"Boj je nastal, ko je 21-letni Gilson Ramos da Silva, znan tudi kot &quot;Gilson Aritana&quot;, član bande ADA (&quot;Amigos do Bairro&quot;), vodil druge člane v &quot;morro da Mineira&quot; (Miner Hill) za prodajo mamil, Ricardo Teixeira Dias, je dejal lokalni policijski uradnik. Regijo nadzoruje konkurenčna tolpa Comando Vermelho (Rdeče poveljstvo), ki ne odobrava drugih tolp, ki prodajajo droge v regiji. Člani Comando Vermelho so začeli napasti konkurenčne člane ADA, da bi zaščitili svojo travo.",Ramos da Silva je ubil 11 ljudi.,not_entailment,2231
"Zaupamo, da se bo zagon nadaljeval, je dejal Doyle. Zdi se, da se zagon premika tudi proti jugu. Mehiške volitve so zadnji pokazatelj, da reforme prostega trga, ki so v zadnjem desetletju zajele Latinsko Ameriko, dobivajo politično priznanje. V Braziliji so cene močno narasle, kar se je odzvalo na glasovanje v Mehiki in nove ankete, naklonjene predsedniškemu kandidatu za prosti trg Fernandu Henriqueju Cardosu.",Fernando Henrique Cardoso je predsedniški kandidat.,entailment,2232
"Dve bombi, postavljeni v bližini islamske šole v Pakistanu, sta včeraj v zadnjem izbruhu nasilja v južnem pristanišču Karači ubili osem ljudi in ranili 42 drugih.",42 ljudi je bilo ubitih v bombnem napadu v Karačiju.,not_entailment,2233
"Wal-Mart je v zadnjem času prejel veliko negativne reklame, vključno z očitki, da je v odmorih za kosilo uporabljal nezakonite delavce in zaposlene delal brez plačila, pa tudi pritožbe, da na splošno plačuje zaposlenim.","Wal-Mart se sooča z obtožbami, da premalo plačuje zaposlene.",entailment,2234
"Strasti, ki so obkrožale zadnjo tekmo Nemčije na nogometnem prvenstvu Eura 2004, so postale silovite, ko je ženska svojega partnerja zabila v glavo, ker ni želela gledati tekme po televiziji.",Moški je bil zaboden zaradi nogometne tekme.,entailment,2235
"10-dnevni stari slonček iz &quot;epruvete&quot;, rojen v živalskem vrtu Colchester, je po internetu našel ime!",dojenček rojen,entailment,2236
"Bagdad je napovedal, da bo popolnoma prenehal sodelovati z UNSCOM, vendar je nakazal, da ne bo prosil za njihov odhod.","Bagdad je napovedal popolno zaustavitev sodelovanja z UNSCOM in dejal, da jih bo pozval, naj odidejo.",not_entailment,2237
"Fariba Ahmedi, poslanka iz Khandaharja, ki je bila prisotna na pogrebu Ahmed-jana, je za Associated Press povedala: &quot;Afganistanski sovražnik jo je ubil, vendar bi morali vedeti, da žensk ne bo iztiril s poti, na kateri gremo. Nadaljevali bomo svojo pot način, &quot;. Sonja Bachmann, politična uradnica OZN, ki je Ahmed-jana dobro poznala, je za New York Times povedala, da je Ahmed-jan &quot;dobro opravil svoje delo, delal je zelo skromno in trdo delal za ozaveščanje o ženskih vprašanjih.&quot;",Fariba Ahmedi je bila prijateljica s Sonjo Bachmann.,not_entailment,2238
"Bukowski je pritegnil pozornost Johna Martina, ki je leta 1965 ustanovil Black Sparrow Press, da bi ga objavil.",John Martin je ustanovitelj podjetja Black Sparrow Press.,entailment,2239
"V izjavi naj bi prišla Al Kaida in trdila, da je teroristična skupina ubila enega Američana in ugrabila drugega v Rijadu.","Državljan ZDA, ki dela v Rijadu, je bil ugrabljen, potem ko je bil včeraj ustreljen kolega iz iste družbe.",entailment,2240
"Pritisk Bele hiše, o katerem so v nedeljo poročali iraški uradniki v Bagdadu in ameriški uradnik v Washingtonu, je pomenil spremembo pristopa uprave do iraške politike.","Washington pritiska na iraške voditelje, naj končajo tedne politične blokade in čim prej sestavijo novo vlado, pravijo ameriški uradniki.",not_entailment,2241
"Ta vikend, 25. in 26. marca, je bil na območju Ottawe velik vikend za kanadske Idole, ki želijo biti. Canadian Idol je državno pevsko tekmovanje, ki ga za kanadske državljane organizira kanadsko podjetje za radiodifuzijo CTV Inc. Televizijska oddaja, ki temelji na &quot;American Idol&quot;, traja že nekaj sezon. V preteklosti je bilo na avdicijah že tisoče ljudi, vendar se je letos po ogledu nove lokacije zdelo, da so postave obvladljive. Avdicije v nakupovalnem središču St. Laurent [1] to olajšajo, je povedal Idolin varnostni koordinator Rick Paciorek. [2] Organizatorji so se odločili spremeniti način, kako se bodo avdicije &quot;rock and roll&quot;.",Canadian Idol je tekmovanje za pevce.,entailment,2242
"Včeraj zvečer so se povečevali strahovi za varnost &#39;stiske&#39; matere, ki je izginila s svojo devetletno hčerko invalidko. Cvetličarno Jude Richmond, katere kupci so tudi družina Royal Family, so nazadnje videli, ko je v nedeljo zvečer od doma odhajala Millie Whitehead-Richmond, ki je trpela za cerebralno paralizo. 41-letna gospa Richmond naj bi bila uničena po ločitvi od moža in poslovnega partnerja Nicholasa Richmonda v začetku tega leta. Policija verjame, da je postala po delitvi vse bolj depresivna. V času izginotja naj bi bila v &quot;zelo ranljivem duhu&quot;.",Jude Richmond je cvetličarna.,entailment,2243
"Nedavno ustanovljeno dansko podjetje za oblačila prodaja po internetu majice, da bi podprlo tajno radijsko postajo kolumbijske gverilske skupine Revolucionarne oborožene sile Kolumbije (FARC) in grafično delavnico Narodne fronte za osvoboditev Palestine (PFLP). ). Dejansko bodo te skupine porabile za izvajanje svojih terorističnih dejavnosti. Dejavnosti FARC vključujejo ugrabitve, masakre, bombe, izsiljevanje in trgovino z mamili. Fighters and Lovers prodaja majice po 170 DKK (27,6 USD), od katerih naj bi bilo 35 DKK (5,7 USD) namenjenih za podporo oboroženim skupinam.",Revolucionarne oborožene sile Kolumbije so se povezale z borci in ljubimci.,entailment,2244
"Južnoafriški predsednik Thabo Mbeki, glavni posrednik v mirovnem procesu na Slonokoščeni obali, je v nedeljo dejal, da Pretorija povečuje svoje posredovanje v zahodnoafriški državi, da bi odprla pot volitvam pozneje letos.",Thabo Mbeki je državljan Slonokoščene obale.,not_entailment,2245
"Do leta 2010 lahko naslednje države proizvedejo več nafte kot kdaj koli prej: Savdska Arabija, Irak, Kuvajt, Združeni arabski emirati, Kazahstan in Bolivija.",Kuvajt proizvaja več nafte kot katera koli druga država.,not_entailment,2246
"Loki Torrent, spletno mesto, ki spremlja povezave do datotek BitTorrent, je industrija filmov 14. decembra 2004 tožila zaradi kršitve avtorskih pravic, vendar se je odločila za pravno obrambo. Upravljavci strani so ustanovili pravni obrambni sklad, da bi zbrali 30.000 USD na mesec, za katere menijo, da bodo potrebni za kritje pravnih stroškov. Tožba je bila vložena na ameriškem okrožnem sodišču v Teksasu v imenu velikega filmskega studia Columbia Pictures. Tožba je del kampanje MPAA za zatiranje internetnega piratstva.",Loki Torrent je bil tožen zaradi ubojstva.,not_entailment,2247
"Z namigovanjem Washingtona bi lahko omilil svojo trdo držo, da bi premagal mrtvo točko, je najvišji ameriški pogajalec Christopher Hill dejal, da morata strani pregledati situacijo.",Christopher Hill dela za ZDA.,entailment,2248
"Potrošniki, ki jemljejo katero koli od onesnaženih tablet, bi lahko utrpeli manjše nelagodje v želodcu ali morebitne ureznine v ustih in grlu, je dejala FDA in dodala, da je tveganje za resne poškodbe oddaljeno.",Onesnažene tablete lahko povzročijo manjše nelagodje v želodcu ali morebitne ureznine v ustih in grlu.,entailment,2249
"Trenutno veljavni ukrepi vključujejo prepoved potovanja višjim vladnim osebam, vendar je Francija povabila gospoda Mugabeja na francosko-afriški vrh v Pariz prihodnji mesec, kar je razjezilo več držav.","Francija je razjezila številne države, tako da je g. Mugabeja povabila na francosko-afriški vrh v Parizu.",entailment,2250
"V grški mitologiji je bila gora Olimp dom bogov in kraj Zevsa, glavnega božanstva.",Gora Olimp je v Grčiji.,not_entailment,2251
"Zdaj se je predsednik Barack Obama, ko je razpravljal o svojih načrtih za zdravstveno oskrbo, zaobljubil, da bo našel &quot;zdravilo&quot; za raka v našem času in dejal, da bo v okviru svežnja ekonomskih spodbud za tretjino povečal zvezni denar za raziskave raka za naslednji dve leti. Rak je bil vedno draga prednostna naloga. Odkar se je začela vojna proti raku, je Nacionalni inštitut za boj proti raku, ki je glavna organizacija za raziskave raka pri zvezni vladi, s 4000 zaposlenimi samo zapravil 105 milijard dolarjev. Druge vladne agencije, univerze, farmacevtska podjetja in filantropije so ustvarile neštete milijarde več.",Sedež Nacionalnega inštituta za raka je v Seattlu.,not_entailment,2252
"Prejšnji mesec so domači lovci na ptice ujeli in ujeli Luzon Buttonquail (Turnix worcesteri ali Worcester&#39;s buttonquail) v prelazu Dalton, hladnem in vetrom prepuščenem prehodu za ptice v gorah Caraballo v Nueva Vizcaya, ki se nahaja med osrednjo Cordillero in Sierra Madre. , v severnem Luzonu. Redka vrsta, ki je bila ptičarjem prej znana le po risbah na podlagi mrtvih muzejskih primerkov, zbranih pred nekaj desetletji, je bila prepoznana v dokumentarnem filmu, posnetem na Filipinih, imenovanem Bye-Bye Birdie. &quot;",Luzon Buttonquail je redka vrsta s Filipinov.,entailment,2253
"Yunus, ki si je v četrtek 1,4 milijona nagrad delil z banko Grameen, ki jo je ustanovil pred 30 leti, je uvedel koncept &quot;mikrokredita&quot;. Zelo revnim ljudem, ki ne izpolnjujejo pogojev za tradicionalna posojila, omogočajo posojila v višini nekaj dolarjev brez zavarovanja. Delničarji bank so revni ljudje, ki jih podpira.",Yunus je pred 30 leti ustanovil banko Grameen.,entailment,2254
"Novinarji skritega BBC-ja, ki se je zgodil prek svetovalcev londonskih industrialov, so vprašali Slavkova.","Novinarji BBC pod krinko, ki se predstavljajo kot svetovalci, ki delujejo za londonske poslovneže, sprašujejo Slavkova.",not_entailment,2255
Z 549 milijoni dolarjev gotovine od 30. junija si Google brez težav privošči popravek.,Približno 30 milijonov delnic je bilo dodeljenih delavcem podjetja.,not_entailment,2256
"Ženske so slabo zastopane v transakcijah, ki se financirajo iz hipotekarnih obveznic.",Ženske so v parlamentu slabo zastopane.,not_entailment,2257
"Zaupno svetopisemsko gradivo, domnevno ukradeno iz cerkve, ni &quot;poslovna skrivnost&quot;, kot je opredeljeno v kalifornijskem zakonu.",Ukradene so bile poslovne skrivnosti.,not_entailment,2258
"Več deset tisoč Kolumbijcev in Venezuelcev se je udeležilo brezplačnega koncerta v nedeljo na mostu, ki povezuje državi. Z Grammyjem nagrajeni rock umetnik Juanes ga je organiziral za praznovanje konca diplomatske krize med Kolumbijo, Venezuelo in Ekvadorjem ter za nadaljnje izboljšanje mirnih odnosov v regiji. Koncert &quot;Mir brez meja&quot; je bil uprizorjen na mostu Simóna Bolívarja, ki povezuje kolumbijsko mesto Cúcuta z venezuelskim mestom San Antonio del Táchira. &quot;Bilo bi veliko bolj praktično in preprosto, če bi to storili v mestu,&quot; je Juanes dejal za Miami Herald, &quot;toda meja je simbol miru med vsemi državami. To sporočilo je namenjeno vsem, vsem državam Latinske Amerike in ZDA tudi. &quot;",Ekvador je zdaj zaveznik Kolumbije in Venezuele.,not_entailment,2259
"Hrošč je po vsem svetu dosegel neverjeten kultni status, nenazadnje tudi zato, ker je njegovo ustvarjanje zaznamovalo lansiranje največje avtomobilske družbe v Evropi.",Evropa proizvaja hrošča.,not_entailment,2260
"Takoj po letu 1990 pa se je švedska rodnost strmoglavila v novem edinstvenem gibanju in je v letih 1998 in 1999 padla na 1,5 otroka na žensko. To je najnižja stopnja rodnosti na Švedskem doslej, čeprav nad evropskim povprečjem.",Švedska je evropska država z najvišjo stopnjo rodnosti.,not_entailment,2261
"Na tisoče vojakov napotijo v mesto Bogor, kjer naj bi se Bush pogovarjal s svojim indonezijskim kolegom Susilom Bambangom Yudhoyonom.",Bush naj bi obiskal mesto Bogor.,entailment,2262
"Družba Blue Mountain Lumber je danes sporočila, da bo po odločitvi okoljskega sodišča, ki jo je blokiralo pred načrtovanim razvojnim mestom na Coromandelu, morda morala preseliti 30 milijonov dolarjev vreden projekt na morje.",Blue Mountain Lumber bo našel razvojno mesto na Coromandelu.,not_entailment,2263
"Predsednik Slonokoščene obale Laurent Gbagbo je 14. julija razglasil nove volilne zakone, vključno z ustanovitvijo neodvisne volilne komisije za nadzor predsedniških volitev, ki je predvidena za 30. oktober.",Nove volitve v Slonokoščeni obali bodo 14. julija.,not_entailment,2264
"Trenutno je izključena tudi kakršna koli povezava z novim zavezništvom socialdemokratskih disidentov in nekdanjih komunistov, znanega kot Stranka levica, ki je zbralo 8,7%.","Zdi se malo verjetno, da bi prišlo do koalicije med socialdemokrati Gerharda Schroederja in Krščansko demokratsko zvezo Angele Merkel.",not_entailment,2265
"Štirinajst gostov in pet članov posadke je ostalo slabo in izolirano, ko je ladja prispela v Port Everglades v zvezni državi Fla.",Carnival Cruise Lines je blagovna znamka Carnival Corp.,entailment,2266
"Glede na funkcijo, ki jo tukaj organizira Nacionalna komisija za človekove pravice (NHRC), je Anand dejal, da so največji in najnujnejši izzivi človekovih pravic v Indiji na področju varstva mater in otrok, izobraževanja otrok, dela otrok, zlorabe otrok in zaščite otrok. manjšin in šibkejših slojev.",Amnesty International skrbi za človekove pravice.,not_entailment,2267
"Nobelov odbor je v izjavi dejal, da &quot;trajnega miru ni mogoče doseči, če velike skupine prebivalstva ne najdejo načinov za izhod iz revščine.&quot;","Nobelov odbor namerava ljudem pomagati, da se rešijo revščine.",not_entailment,2268
